Epochs,Loss
0,0.7123838067054749
1,0.6655862927436829
2,0.6110369563102722
3,0.6178042888641357
4,0.6224575042724609
5,0.6617704629898071
6,0.6556606292724609
7,0.6556194424629211
8,0.5876138210296631
9,0.6506463885307312
10,0.5834026336669922
11,0.5949593782424927
12,0.6079126596450806
13,0.6259421706199646
14,0.6178588271141052
15,0.6296325325965881
16,0.5983802080154419
17,0.6200247406959534
18,0.592418372631073
19,0.6247853636741638
