Epochs,Loss
0,0.8943452835083008
1,0.8104187250137329
2,0.7862000465393066
3,0.783990204334259
4,0.7438440322875977
5,0.7351245880126953
6,0.7501272559165955
7,0.7310692667961121
8,0.7309197783470154
9,0.6904222369194031
10,0.7189441323280334
11,0.7228860855102539
12,0.7037698030471802
13,0.6854026913642883
14,0.7054292559623718
15,0.6909606456756592
16,0.6750115752220154
17,0.671688973903656
18,0.6794795393943787
19,0.7009426951408386
