Epochs,Loss
0,0.9656323194503784
1,0.9290393590927124
2,0.8943113088607788
3,0.8828157782554626
4,0.8642568588256836
5,0.8510480523109436
6,0.8464497327804565
7,0.8374468684196472
8,0.8357365131378174
9,0.8311944007873535
10,0.8099932074546814
11,0.8154610991477966
12,0.8112738728523254
13,0.7930450439453125
14,0.8034988045692444
15,0.7849518060684204
16,0.7793277502059937
17,0.788807213306427
18,0.7870412468910217
19,0.7932331562042236
