Epochs,Loss
0,0.7361001372337341
1,0.6905839443206787
2,0.6757239103317261
3,0.7007020115852356
4,0.664418637752533
5,0.6700029373168945
6,0.6564779281616211
7,0.6655484437942505
8,0.6805845499038696
9,0.6622490286827087
10,0.6544332504272461
11,0.6359307169914246
12,0.6584246158599854
13,0.6734189391136169
14,0.6595130562782288
15,0.6455875635147095
16,0.60787433385849
17,0.6340605616569519
18,0.6267841458320618
19,0.6432804465293884
