Epochs,Loss
0,0.7727126479148865
1,0.6869367361068726
2,0.6598438620567322
3,0.6766677498817444
4,0.6862488389015198
5,0.6647100448608398
6,0.6566175818443298
7,0.6709827780723572
8,0.6465787291526794
9,0.6295130252838135
10,0.6133474111557007
11,0.5844720005989075
12,0.6358729600906372
13,0.6208308935165405
14,0.6433475613594055
15,0.6421231627464294
16,0.5937922596931458
17,0.6657066345214844
18,0.6216297149658203
19,0.5890404582023621
