0,0.08976
1,0.05206
2,0.03568
3,0.03816
4,0.0287
5,0.03194
6,0.02812
7,0.0262
8,0.02456
9,0.02218
10,0.01992
11,0.023
12,0.01812
13,0.01964
14,0.01968
15,0.02416
16,0.019
17,0.0288
18,0.02198
19,0.01784
20,0.01716
21,0.02368
22,0.01854
23,0.02056
24,0.01984
25,0.02194
26,0.02862
27,0.01754
28,0.01722
29,0.01672
30,0.02226
31,0.01398
32,0.04046
33,0.02534
34,0.01614
35,0.01512
36,0.01742
37,0.01704
38,0.0181
39,0.01726
40,0.01562
41,0.01706
42,0.0145
43,0.01372
44,0.01374
45,0.0197
46,0.01658
47,0.0185
48,0.01474
49,0.01558
50,0.01504
51,0.01422
52,0.01408
53,0.01502
54,0.01546
55,0.01692
56,0.01572
57,0.01872
58,0.01318
59,0.01314
60,0.01376
61,0.01714
62,0.01476
63,0.0133
64,0.01324
65,0.01208
66,0.01546
67,0.01492
68,0.01404
69,0.01146
70,0.01168
71,0.01354
72,0.0125
73,0.014
74,0.01458
75,0.01734
76,0.01542
77,0.01246
78,0.0128
79,0.01292
80,0.00968
81,0.01048
82,0.01234
83,0.01258
84,0.01194
85,0.01034
86,0.0099
87,0.01152
88,0.01114
89,0.01094
90,0.01074
91,0.01032
92,0.01234
93,0.00918
94,0.00838
95,0.00944
96,0.0092
97,0.0085
98,0.00876
99,0.0101
