0,0.941301167011261
1,0.8898311853408813
2,0.8587880730628967
3,0.8476802706718445
4,0.8274418115615845
5,0.8167434334754944
6,0.7913556098937988
7,0.7874745726585388
8,0.7799375653266907
9,0.7867537140846252
10,0.7632770538330078
11,0.7480272054672241
12,0.776765763759613
13,0.7551168203353882
14,0.7339717745780945
15,0.7501105070114136
16,0.765923261642456
17,0.7595248818397522
18,0.7296832799911499
19,0.7463080286979675
20,0.7278984785079956
21,0.7398720979690552
22,0.7123613953590393
23,0.747069239616394
24,0.725116491317749
25,0.7423760890960693
26,0.7177101969718933
27,0.7227857708930969
28,0.7361853122711182
29,0.7176017165184021
30,0.7199329137802124
31,0.7168393135070801
32,0.7194535732269287
33,0.7050677537918091
34,0.7262647747993469
35,0.7088527083396912
36,0.6992560029029846
37,0.7020784020423889
38,0.7241408824920654
39,0.7068952918052673
