Epochs,Loss
0,0.9603351354598999
1,0.9196118116378784
2,0.883751392364502
3,0.8756181597709656
4,0.8625106811523438
5,0.8585389852523804
6,0.8463489413261414
7,0.834906816482544
8,0.8200255036354065
9,0.8157126903533936
10,0.8062585592269897
11,0.7824627161026001
12,0.7838127613067627
13,0.7957627773284912
14,0.7812140583992004
15,0.7795684337615967
16,0.7835831642150879
17,0.7733766436576843
18,0.7772520184516907
19,0.7821313142776489
