Epochs,Loss
0,0.931152880191803
1,0.9422235488891602
2,0.8938003182411194
3,0.9037774801254272
4,0.8781255483627319
5,0.8609555959701538
6,0.8631851673126221
7,0.8334637880325317
8,0.8132226467132568
9,0.8304588794708252
10,0.8194153308868408
11,0.8022240400314331
12,0.8092215657234192
13,0.8121281862258911
14,0.8158642053604126
15,0.7935776710510254
16,0.7853161096572876
17,0.7980061769485474
18,0.7992558479309082
19,0.778505802154541
