Epochs,Loss
0,1.0114673376083374
1,0.9854105710983276
2,0.9542596936225891
3,0.9515946507453918
4,0.9327020645141602
5,0.9096262454986572
6,0.9235321879386902
7,0.9022768139839172
8,0.9007536768913269
9,0.8883651494979858
10,0.8832664489746094
11,0.8744624853134155
12,0.8828936815261841
13,0.8764578104019165
14,0.8774167895317078
15,0.882076621055603
16,0.8695845603942871
17,0.8743456602096558
18,0.8718067407608032
19,0.8714113235473633
